source_file,schema,activity,started_at,platform,yaw,pitch,roll,time
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.4755922358989982,0.11185733684901507,-0.04889107179848808,3.6846179962158203
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.43864246109449373,0.10865160317886148,0.08490351431005862,3.7840309143066406
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.5072548271847759,0.11195012164097255,0.032647213930915145,3.883342981338501
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.31607966121334874,0.10384769293594087,-0.12102306459403354,3.982801914215088
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.2730339783497253,0.08206127767630363,-0.0693515235417201,4.082140922546387
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.2811965900719716,0.09071874673846622,-0.0558743968174598,4.181470990180969
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.1854962024993823,0.07557301006425557,-0.145025931693633,4.280779957771301
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.17930964408639402,0.036063143897431045,-0.09109721324105528,4.380077958106995
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.1732352663147204,0.0887374724112167,-0.05137588319924563,4.479159951210022
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.01753165528412293,0.03792488335583899,-0.1843489187956766,4.5787129402160645
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.23427479764741338,-0.05934350331849013,-0.28766546137905646,4.678106904029846
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.3777426686614852,-0.04626159747152916,-0.2905773570598188,4.777445912361145
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.4774488259558762,-0.0619788608322367,-0.3057167616584186,4.876694917678833
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.5070806858760756,-0.10590325038609184,-0.25367810310075684,4.976050972938538
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.5210035782052282,-0.09801419033383017,-0.2599007392847566,5.0754159688949585
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.5439661752204155,-0.08905466226908337,-0.2702241256326775,5.174534916877747
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.48567872150342395,-0.04120460694253336,-0.22283932985024807,5.273952007293701
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.42801950207067013,0.0066723292340325315,-0.2075162666064281,5.373407006263733
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.3960724591700963,-0.0020358589661082192,-0.17389887911533053,5.472638964653015
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.302377082549268,-0.001194795498998347,-0.18516108796260614,5.572128891944885
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.287300293238798,0.010670580381251108,-0.21287841849707426,5.671251893043518
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.22390763057975352,0.018666501724607997,-0.16596282086032868,5.770648956298828
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.14250100880294478,0.05849320763525519,-0.1864456986892809,5.869976997375488
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,0.12082183160368953,0.0604913804934139,-0.20207973596333742,5.969442009925842
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.014613782648324098,0.035142214195371536,0.11906911516806733,6.0687479972839355
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.11590793157439956,0.06104395668327641,0.10524928333534048,6.168015956878662
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.06209253493300751,0.030170472855791088,0.05289546847082816,6.2674349546432495
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.03413963650163885,0.01720793420405428,0.0491570997614432,6.366573929786682
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.1318110594759444,0.01814627581093811,0.12545676439643516,6.465963959693909
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.16937977216289535,0.044259756072857294,0.04208597016755089,6.565508961677551
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.15821569118589565,0.02813259713679582,0.010820391522815349,6.664641976356506
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.24243145322541093,-0.002708141743937664,0.14335121340787688,6.764055967330933
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.3740952365852264,0.0049365862899780465,0.11213404288372558,6.863618969917297
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.3782853702861101,0.03944472729770883,-0.006968775696705332,6.962758898735046
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.36378304716688226,0.0017458115321836467,0.10843132379433713,7.062065958976746
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.3615381275553192,0.05040791462845904,0.07314760161334752,7.161428928375244
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.3760508720024664,0.0812011930142315,-0.05065000172807258,7.260664939880371
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.3730559306724799,0.05963399211543549,0.00846595365690975,7.360109925270081
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.35834373808919867,0.05183308942803635,0.04000263636126507,7.459434986114502
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.3876794284701485,0.07018876138771038,-0.02457118803952829,7.558865904808044
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.4167369561391963,0.06615406960823601,-0.010540048900181797,7.658163905143738
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.3959683483200199,0.026080263821148617,0.07212173199306766,7.757250905036926
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.4068462038420233,0.0714504404494626,-0.023149751721062106,7.856755971908569
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.42072463919985026,0.06627097878674333,-0.032076953915989526,7.956156969070435
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.40803777328494595,0.03740300830754312,0.06654970880567283,8.055404901504517
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.42948893786554043,0.0902373311679125,-0.02036283749963733,8.154615998268127
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.4343111842766407,0.08433796206591719,-0.048828260182347254,8.254050970077515
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.42760046050803546,0.03660190377892407,0.07923290204222593,8.353351950645447
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.43031227217633156,0.10687912571614859,-0.03651082672654377,8.452804923057556
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.4419639877685003,0.1228725065143144,-0.11016269841352878,8.552182912826538
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.44396552291914926,0.08658290028086263,0.01238559138695255,8.651452898979187
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.4475164498142441,0.1271267475172782,-0.043102255137807265,8.750809907913208
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.4772958408986342,0.1332206144178589,-0.12139322673944038,8.85004997253418
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.4818068102190866,0.12682143840130358,-0.07130915671611687,8.949522972106934
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.47149332507687386,0.1376877214607098,-0.08580107397713907,9.048804998397827
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.4682283265091059,0.20498445696422649,-0.23182862140756572,9.148199915885925
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.46700047688344165,0.18698128555225563,-0.20938869328286858,9.247469902038574
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.4128399401765018,0.19092072480503125,-0.2285990690080856,9.346730947494507
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.4047889820387062,0.1510593236190701,-0.26988909800723315,9.446043968200684
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.314394920029645,0.1325859025784489,-0.20825539853461772,9.545064926147461
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.2686001660391891,0.15304821460076967,-0.22375162173359986,9.64467191696167
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.25175309464930123,0.12216068787388468,-0.2349998191907072,9.743745923042297
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.20833598475549386,0.1130162455681571,-0.2071461189176207,9.843225955963135
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.21464607273952352,0.13978937334450844,-0.24243389535952004,9.942685961723328
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.21329837896454176,0.11878969177678693,-0.27852616174627753,10.042147994041443
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.1663507561524251,0.10401538177020228,-0.23470736499147346,10.141409993171692
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.1729897291484529,0.13169246777455895,-0.2483185495020606,10.240767002105713
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.18246425624224788,0.10248187742753005,-0.2494983219577755,10.339953899383545
orientation_session_2026-03-23T03_48_50Z.json,orientation,orientation,2026-03-23T03:48:36Z,unknown,-0.17644513833344436,0.09677966967004098,-0.23297194676264601,10.439278960227966
